,precision,recall,f1-score,support
0,0.9631449631449631,0.98,0.9714993804213135,400.0
1,0.9693877551020408,1.0,0.9844559585492227,95.0
2,0.9166666666666666,0.9887640449438202,0.9513513513513514,89.0
3,0.9642857142857143,1.0,0.9818181818181818,54.0
4,0.96484375,0.96484375,0.96484375,256.0
5,0.987012987012987,0.9480249480249481,0.9671261930010604,481.0
